~/Desktop/AV/IMG/img_1.jpg,12.75,25
~/Desktop/AV/IMG/img_2.jpg,12.75,25
~/Desktop/AV/IMG/img_3.jpg,12.75,25
~/Desktop/AV/IMG/img_4.jpg,12.75,25
~/Desktop/AV/IMG/img_5.jpg,12.75,25
~/Desktop/AV/IMG/img_6.jpg,12.75,25
~/Desktop/AV/IMG/img_7.jpg,12.75,25
~/Desktop/AV/IMG/img_8.jpg,12.75,25
~/Desktop/AV/IMG/img_9.jpg,12.75,25
~/Desktop/AV/IMG/img_10.jpg,12.75,25
~/Desktop/AV/IMG/img_11.jpg,12.75,25
~/Desktop/AV/IMG/img_12.jpg,12.75,25
~/Desktop/AV/IMG/img_13.jpg,12.75,25
~/Desktop/AV/IMG/img_14.jpg,12.75,25
~/Desktop/AV/IMG/img_15.jpg,12.75,25
~/Desktop/AV/IMG/img_16.jpg,12.75,25
~/Desktop/AV/IMG/img_17.jpg,12.75,55
~/Desktop/AV/IMG/img_18.jpg,12.75,55
~/Desktop/AV/IMG/img_19.jpg,12.75,55
~/Desktop/AV/IMG/img_20.jpg,12.75,55
~/Desktop/AV/IMG/img_21.jpg,12.75,55
~/Desktop/AV/IMG/img_22.jpg,12.75,55
~/Desktop/AV/IMG/img_23.jpg,12.75,55
~/Desktop/AV/IMG/img_24.jpg,12.75,55
~/Desktop/AV/IMG/img_25.jpg,12.75,55
~/Desktop/AV/IMG/img_26.jpg,12.75,55
~/Desktop/AV/IMG/img_27.jpg,12.75,55
~/Desktop/AV/IMG/img_28.jpg,12.75,55
~/Desktop/AV/IMG/img_29.jpg,12.75,55
~/Desktop/AV/IMG/img_30.jpg,12.75,55
~/Desktop/AV/IMG/img_31.jpg,15.0,55
~/Desktop/AV/IMG/img_32.jpg,15.0,55
~/Desktop/AV/IMG/img_33.jpg,15.0,55
~/Desktop/AV/IMG/img_34.jpg,15.0,55
~/Desktop/AV/IMG/img_35.jpg,12.75,55
~/Desktop/AV/IMG/img_36.jpg,12.75,55
~/Desktop/AV/IMG/img_37.jpg,12.75,55
~/Desktop/AV/IMG/img_38.jpg,12.75,55
~/Desktop/AV/IMG/img_39.jpg,12.75,55
~/Desktop/AV/IMG/img_40.jpg,12.75,55
~/Desktop/AV/IMG/img_41.jpg,12.75,55
~/Desktop/AV/IMG/img_42.jpg,15.0,55
~/Desktop/AV/IMG/img_43.jpg,15.0,55
~/Desktop/AV/IMG/img_44.jpg,15.0,55
~/Desktop/AV/IMG/img_45.jpg,15.0,55
~/Desktop/AV/IMG/img_46.jpg,15.0,55
~/Desktop/AV/IMG/img_47.jpg,15.0,55
~/Desktop/AV/IMG/img_48.jpg,15.0,55
~/Desktop/AV/IMG/img_49.jpg,15.0,55
~/Desktop/AV/IMG/img_50.jpg,12.75,55
~/Desktop/AV/IMG/img_51.jpg,12.75,55
~/Desktop/AV/IMG/img_52.jpg,12.75,55
~/Desktop/AV/IMG/img_53.jpg,12.75,55
~/Desktop/AV/IMG/img_54.jpg,12.75,55
